Time (sec),SetpointLivingZone,Text.T
3123000,16,5.23333
3123900,16,5.255
3124800,16,5.27667
3125700,16,5.29833
3126600,16,5.32
3127500,16,5.34167
3128400,16,5.36333
3129300,16,5.385
3130200,16,5.40667
3131100,16,5.42833
3132000,16,5.45
3132900,16,5.47167
3133800,16,5.49333
3134700,16,5.515
3135600,21,5.53667
3136500,21,5.55833
3137400,21,5.58
3138300,21,5.60167
3139200,21,5.62333
3140100,21,5.645
3141000,21,5.66667
3141900,21,5.68833
3142800,21,5.71
3143700,21,5.73167
3144600,21,5.75333
3145500,21,5.775
3146400,21,5.79667
3147300,21,5.81833
3148200,21,5.84
3149100,21,5.86167
3150000,21,5.88333
3150900,21,5.905
3151800,21,5.92667
3152700,21,5.94833
3153600,21,5.97
3154500,21,5.99167
3155400,21,6.01333
3156300,21,6.035
3157200,21,6.05667
3158100,21,6.07833
3159000,21,6.1
3159900,21,6.12137
3160800,21,6.14217
3161700,21,6.16241
3162600,21,6.18211
3163500,21,6.20128
3164400,21,6.21994
3165300,21,6.2381
3166200,21,6.25578
3167100,21,6.27299
3168000,21,6.28976
3168900,21,6.30609
3169800,21,6.322
3170700,21,6.33751
3171600,21,6.35263
3172500,21,6.36738
3173400,21,6.38178
3174300,21,6.39583
3175200,21,6.40956
3176100,21,6.42298
3177000,21,6.43611
3177900,21,6.44896
3178800,21,6.46155
3179700,21,6.47389
3180600,21,6.486
3181500,21,6.49789
3182400,21,6.50959
3183300,21,6.5211
3184200,21,6.53244
3185100,21,6.54363
3186000,21,6.55469
3186900,21,6.56562
3187800,21,6.57644
3188700,16,6.58718
3189600,16,6.59784
3190500,16,6.60844
3191400,16,6.619
3192300,16,6.62953
3193200,16,6.64005
3194100,16,6.65057
3195000,16,6.66111
3195900,16,6.67169
3196800,16,6.68231
3197700,16,6.693
3198600,16,6.70378
3199500,16,6.71465
3200400,16,6.72563
3201300,16,6.73674
3202200,16,6.748
3203100,16,6.75942
3204000,16,6.77101
3204900,16,6.78279
3205800,16,6.79478
3206700,16,6.80699
3207600,16,6.81944
3208500,16,6.83214
3209400,16,6.84511
3210300,16,6.85837
3211200,16,6.87192
3212100,16,6.8858
3213000,16,6.9
3213900,16,6.91442
3214800,16,6.92891
3215700,16,6.94349
3216600,16,6.95813
3217500,16,6.97285
3218400,16,6.98764
3219300,16,7.00249
3220200,16,7.0174
3221100,16,7.03237
3222000,21,7.0474
3222900,21,7.06247
3223800,21,7.0776
3224700,21,7.09277
3225600,21,7.10799
3226500,21,7.12324
3227400,21,7.13853
3228300,21,7.15386
3229200,21,7.16921
3230100,21,7.18459
3231000,21,7.2
3231900,21,7.21543
3232800,21,7.23087
3233700,21,7.24633
3234600,21,7.2618
3235500,21,7.27728
3236400,21,7.29276
3237300,21,7.30825
3238200,21,7.32373
3239100,21,7.33921
3240000,21,7.35469
3240900,21,7.37015
3241800,21,7.3856
3242700,21,7.40103
3243600,21,7.41645
3244500,21,7.43184
3245400,21,7.4472
3246300,21,7.46253
3247200,21,7.47784
3248100,21,7.4931
3249000,21,7.50833
3249900,21,7.52352
3250800,21,7.53866
3251700,21,7.55376
3252600,21,7.5688
3253500,21,7.58379
3254400,21,7.59872
3255300,21,7.61359
3256200,21,7.6284
3257100,21,7.64314
3258000,21,7.65781
3258900,21,7.67241
3259800,21,7.68693
3260700,21,7.70138
3261600,21,7.71574
3262500,21,7.73001
3263400,21,7.7442
3264300,21,7.7583
3265200,21,7.7723
3266100,21,7.7862
3267000,21,7.8
3267900,21,7.81365
3268800,21,7.82711
3269700,21,7.84037
3270600,21,7.85344
3271500,21,7.86633
3272400,21,7.87903
3273300,21,7.89156
3274200,21,7.90392
3275100,16,7.91611
3276000,16,7.92812
3276900,16,7.93998
3277800,16,7.95168
3278700,16,7.96322
3279600,16,7.97462
3280500,16,7.98586
3281400,16,7.99696
3282300,16,8.00792
3283200,16,8.01875
3284100,16,8.02944
3285000,16,8.04
3285900,16,8.05044
3286800,16,8.06075
3287700,16,8.07095
3288600,16,8.08104
3289500,16,8.09102
3290400,16,8.10089
3291300,16,8.11065
3292200,16,8.12032
3293100,16,8.12989
3294000,16,8.13937
3294900,16,8.14877
3295800,16,8.15808
3296700,16,8.16731
3297600,16,8.17647
3298500,16,8.18555
3299400,16,8.19456
3300300,16,8.20351
3301200,16,8.21239
3302100,16,8.22122
3303000,16,8.23
3303900,16,8.23873
3304800,16,8.24741
3305700,16,8.25604
3306600,16,8.26464
3307500,16,8.2732
3308400,21,8.28174
3309300,21,8.29024
3310200,21,8.29872
3311100,21,8.30718
3312000,21,8.31563
3312900,21,8.32406
3313800,21,8.33248
3314700,21,8.3409
3315600,21,8.34931
3316500,21,8.35773
3317400,21,8.36616
3318300,21,8.3746
3319200,21,8.38305
3320100,21,8.39151
3321000,21,8.4
3321900,21,8.40848
3322800,21,8.41692
3323700,21,8.42531
3324600,21,8.43365
3325500,21,8.44193
3326400,21,8.45016
3327300,21,8.45832
3328200,21,8.46642
3329100,21,8.47445
3330000,21,8.48241
3330900,21,8.49028
3331800,21,8.49808
3332700,21,8.50579
3333600,21,8.51341
3334500,21,8.52094
3335400,21,8.52837
3336300,21,8.5357
3337200,21,8.54292
3338100,21,8.55003
3339000,21,8.55704
3339900,21,8.56392
3340800,21,8.57069
3341700,21,8.57733
3342600,21,8.58384
3343500,21,8.59022
3344400,21,8.59646
3345300,21,8.60257
3346200,21,8.60853
3347100,21,8.61434
3348000,21,8.62
3348900,21,8.6255
3349800,21,8.63085
3350700,21,8.63603
3351600,21,8.64105
3352500,21,8.64589
3353400,21,8.65056
3354300,21,8.65505
3355200,21,8.65936
3356100,21,8.66348
3357000,21,8.66741
3357900,21,8.67114
3358800,21,8.67468
3359700,21,8.67801
3360600,21,8.68114
3361500,16,8.68406
3362400,16,8.68677
3363300,16,8.68925
3364200,16,8.69152
3365100,16,8.69356
3366000,16,8.69537
3366900,16,8.69695
3367800,16,8.69829
3368700,16,8.69939
3369600,16,8.70024
3370500,16,8.70084
3371400,16,8.7012
3372300,16,8.70129
3373200,16,8.70113
3374100,16,8.7007
3375000,16,8.7
3375900,16,8.69904
3376800,16,8.69782
3377700,16,8.69635
3378600,16,8.69463
3379500,16,8.69266
3380400,16,8.69045
3381300,16,8.688
3382200,16,8.68531
3383100,16,8.68239
3384000,16,8.67924
3384900,16,8.67587
3385800,16,8.67227
3386700,16,8.66845
3387600,16,8.66441
3388500,16,8.66016
3389400,16,8.65569
3390300,16,8.65102
3391200,16,8.64615
3392100,16,8.64108
3393000,16,8.6358
3393900,16,8.63034
3394800,21,8.62468
3395700,21,8.61883
3396600,21,8.6128
3397500,21,8.60659
3398400,21,8.6002
3399300,21,8.59363
3400200,21,8.58689
3401100,21,8.57999
3402000,21,8.57292
3402900,21,8.56568
3403800,21,8.55829
3404700,21,8.55074
3405600,21,8.54304
3406500,21,8.53519
3407400,21,8.5272
3408300,21,8.51906
3409200,21,8.51079
3410100,21,8.50237
3411000,21,8.49383
3411900,21,8.48515
3412800,21,8.47635
3413700,21,8.46743
3414600,21,8.45838
3415500,21,8.44922
3416400,21,8.43994
3417300,21,8.43056
3418200,21,8.42107
3419100,21,8.41147
3420000,21,8.40177
3420900,21,8.39198
3421800,21,8.38209
3422700,21,8.37212
3423600,21,8.36205
3424500,21,8.3519
3425400,21,8.34167
3426300,21,8.33136
3427200,21,8.32098
3428100,21,8.31052
3429000,21,8.3
3429900,21,8.28945
3430800,21,8.2789
3431700,21,8.26836
3432600,21,8.25783
3433500,21,8.24729
3434400,21,8.23675
3435300,21,8.22621
3436200,21,8.21565
3437100,21,8.20509
3438000,21,8.19452
3438900,21,8.18394
3439800,21,8.17333
3440700,21,8.16271
3441600,21,8.15207
3442500,21,8.14141
3443400,21,8.13072
3444300,21,8.12
3445200,21,8.10925
3446100,21,8.09847
3447000,21,8.08765
3447900,16,8.0768
3448800,16,8.06591
3449700,16,8.05498
3450600,16,8.044
3451500,16,8.03298
3452400,16,8.0219
3453300,16,8.01078
3454200,16,7.9996
3455100,16,7.98837
3456000,16,7.97708
3456900,16,7.96573
3457800,16,7.95432
3458700,16,7.94284
3459600,16,7.9313
3460500,16,7.91969
3461400,16,7.908
3462300,16,7.89624
3463200,16,7.8844
3464100,16,7.87249
3465000,16,7.86049
3465900,16,7.84841
3466800,16,7.83625
3467700,16,7.824
3468600,16,7.81165
3469500,16,7.79922
3470400,16,7.78669
3471300,16,7.77406
3472200,16,7.76133
3473100,16,7.7485
3474000,16,7.73557
3474900,16,7.72253
3475800,16,7.70938
3476700,16,7.69612
3477600,16,7.68275
3478500,16,7.66926
3479400,16,7.65565
3480300,16,7.64193
3481200,21,7.62808
3482100,21,7.6141
3483000,21,7.6
3483900,21,7.58581
3484800,21,7.57158
3485700,21,7.5573
3486600,21,7.54299
3487500,21,7.52863
3488400,21,7.51423
3489300,21,7.49979
3490200,21,7.48532
3491100,21,7.4708
3492000,21,7.45625
3492900,21,7.44166
3493800,21,7.42704
3494700,21,7.41238
3495600,21,7.39769
3496500,21,7.38297
3497400,21,7.36821
3498300,21,7.35343
3499200,21,7.33861
3500100,21,7.32376
3501000,21,7.30889
3501900,21,7.29399
3502800,21,7.27906
3503700,21,7.2641
3504600,21,7.24912
3505500,21,7.23411
3506400,21,7.21909
3507300,21,7.20403
3508200,21,7.18896
3509100,21,7.17387
3510000,21,7.15875
3510900,21,7.14362
3511800,21,7.12846
3512700,21,7.11329
3513600,21,7.0981
3514500,21,7.0829
3515400,21,7.06768
3516300,21,7.05245
3517200,21,7.0372
3518100,21,7.02194
3519000,21,7.00667
3519900,21,6.99138
3520800,21,6.97609
3521700,21,6.96079
3522600,21,6.94548
3523500,21,6.93016
3524400,21,6.91483
3525300,21,6.8995
3526200,21,6.88416
3527100,21,6.86882
3528000,21,6.85347
3528900,21,6.83812
3529800,21,6.82277
3530700,21,6.80742
3531600,21,6.79207
3532500,21,6.77672
3533400,21,6.76137
3534300,16,6.74602
3535200,16,6.73068
3536100,16,6.71534
3537000,16,6.7
3537900,16,6.68451
3538800,16,6.66873
3539700,16,6.65266
3540600,16,6.63632
3541500,16,6.61972
3542400,16,6.60288
3543300,16,6.58581
3544200,16,6.56852
3545100,16,6.55102
3546000,16,6.53333
3546900,16,6.51547
3547800,16,6.49744
3548700,16,6.47926
3549600,16,6.46094
3550500,16,6.4425
3551400,16,6.42395
3552300,16,6.4053
3553200,16,6.38656
3554100,16,6.36775
3555000,16,6.34889
3555900,16,6.32998
3556800,16,6.31104
3557700,16,6.29208
3558600,16,6.27312
3559500,16,6.25417
3560400,16,6.23524
3561300,16,6.21634
3562200,16,6.19749
3563100,16,6.17871
3564000,16,6.16
3564900,16,6.14138
3565800,16,6.12286
3566700,16,6.10446
3567600,21,6.08619
3568500,21,6.06806
3569400,21,6.05008
3570300,21,6.03227
3571200,21,6.01465
3572100,21,5.99722
3573000,21,5.98
3573900,21,5.963
3574800,21,5.94624
3575700,21,5.92973
3576600,21,5.91348
3577500,21,5.8975
3578400,21,5.88181
3579300,21,5.86643
3580200,21,5.85136
3581100,21,5.83662
3582000,21,5.82222
3582900,21,5.80818
3583800,21,5.79451
3584700,21,5.78122
3585600,21,5.76832
3586500,21,5.75583
3587400,21,5.74377
3588300,21,5.73214
3589200,21,5.72096
3590100,21,5.71024
3591000,21,5.7
3591900,21,5.69025
3592800,21,5.68098
3593700,21,5.67219
3594600,21,5.66385
3595500,21,5.65596
3596400,21,5.6485
3597300,21,5.64146
3598200,21,5.63481
3599100,21,5.62856
3600000,21,5.62268
3600900,21,5.61717
3601800,21,5.612
3602700,21,5.60716
3603600,21,5.60265
3604500,21,5.59844
3605400,21,5.59452
3606300,21,5.59088
3607200,21,5.5875
3608100,21,5.58437
3609000,21,5.58148
3609900,21,5.57881
3610800,21,5.57635
3611700,21,5.57409
3612600,21,5.572
3613500,21,5.57008
3614400,21,5.56832
3615300,21,5.56669
3616200,21,5.56519
3617100,21,5.56379
3618000,21,5.5625
3618900,21,5.56129
3619800,21,5.56015
3620700,16,5.55906
3621600,16,5.55802
3622500,16,5.557
3623400,16,5.556
3624300,16,5.555
3625200,16,5.55398
3626100,16,5.55294
3627000,16,5.55185
3627900,16,5.55071
3628800,16,5.5495
3629700,16,5.54821
3630600,16,5.54681
3631500,16,5.54531
3632400,16,5.54368
3633300,16,5.54192
3634200,16,5.54
3635100,16,5.53791
3636000,16,5.53565
3636900,16,5.53319
3637800,16,5.53052
3638700,16,5.52763
3639600,16,5.5245
3640500,16,5.52112
3641400,16,5.51748
3642300,16,5.51356
3643200,16,5.50935
3644100,16,5.50484
3645000,16,5.5
3645900,16,5.495
3646800,16,5.49
3647700,16,5.485
3648600,16,5.48
3649500,16,5.475
3650400,16,5.47
3651300,16,5.465
3652200,16,5.46
3653100,16,5.455
3654000,21,5.45
3654900,21,5.445
3655800,21,5.44
3656700,21,5.435
3657600,21,5.43
3658500,21,5.425
3659400,21,5.42
3660300,21,5.415
3661200,21,5.41
3662100,21,5.405
3663000,21,5.4
3663900,21,5.395
3664800,21,5.39
3665700,21,5.385
3666600,21,5.38
3667500,21,5.375
3668400,21,5.37
3669300,21,5.365
3670200,21,5.36
3671100,21,5.355
3672000,21,5.35
3672900,21,5.345
3673800,21,5.34
3674700,21,5.335
3675600,21,5.33
3676500,21,5.325
3677400,21,5.32
3678300,21,5.315
3679200,21,5.31
3680100,21,5.305
3681000,21,5.3
3681900,21,5.295
3682800,21,5.29
3683700,21,5.285
3684600,21,5.28
3685500,21,5.275
3686400,21,5.27
3687300,21,5.265
3688200,21,5.26
3689100,21,5.255
3690000,21,5.25
3690900,21,5.245
3691800,21,5.24
3692700,21,5.235
3693600,21,5.23
3694500,21,5.225
3695400,21,5.22
3696300,21,5.215
3697200,21,5.21
3698100,21,5.205
3699000,21,5.2
3699900,21,5.195
3700800,21,5.19
3701700,21,5.185
3702600,21,5.18
3703500,21,5.175
3704400,21,5.17
3705300,21,5.165
3706200,21,5.16
3707100,16,5.155
3708000,16,5.15
3708900,16,5.145
3709800,16,5.14
3710700,16,5.135
3711600,16,5.13
3712500,16,5.125
3713400,16,5.12
3714300,16,5.115
3715200,16,5.11
3716100,16,5.105
3717000,16,5.1
3717900,16,5.095
3718800,16,5.09
3719700,16,5.085
3720600,16,5.08
3721500,16,5.075
3722400,16,5.07
3723300,16,5.065
3724200,16,5.06
3725100,16,5.055
3726000,16,5.05
3726900,16,5.045
3727800,16,5.04
3728700,16,5.035
3729600,16,5.03
3730500,16,5.025
3731400,16,5.02
3732300,16,5.015
3733200,16,5.01
3734100,16,5.005
3735000,16,5
3735900,16,4.995
3736800,16,4.99
3737700,16,4.985
3738600,16,4.98
3739500,16,4.975
3740400,21,4.97
3741300,21,4.965
3742200,21,4.96
3743100,21,4.955
3744000,21,4.95
3744900,21,4.945
3745800,21,4.94
3746700,21,4.935
3747600,21,4.93
3748500,21,4.925
3749400,21,4.92
3750300,21,4.915
3751200,21,4.91
3752100,21,4.905
3753000,21,4.9
3753900,21,4.89499
3754800,21,4.88995
3755700,21,4.88488
3756600,21,4.8798
3757500,21,4.87469
3758400,21,4.86956
3759300,21,4.86441
3760200,21,4.85924
3761100,21,4.85406
3762000,21,4.84886
3762900,21,4.84365
3763800,21,4.83842
3764700,21,4.83319
3765600,21,4.82794
3766500,21,4.82269
3767400,21,4.81743
3768300,21,4.81216
3769200,21,4.80689
3770100,21,4.80162
3771000,21,4.79635
3771900,21,4.79107
3772800,21,4.7858
3773700,21,4.78053
3774600,21,4.77527
3775500,21,4.77001
3776400,21,4.76475
3777300,21,4.75951
3778200,21,4.75427
3779100,21,4.74905
3780000,21,4.74384
3780900,21,4.73864
3781800,21,4.73345
3782700,21,4.72829
3783600,21,4.72314
3784500,21,4.71801
3785400,21,4.7129
3786300,21,4.70781
3787200,21,4.70275
3788100,21,4.69771
3789000,21,4.69269
3789900,21,4.68771
3790800,21,4.68275
3791700,21,4.67782
3792600,21,4.67293
3793500,16,4.66807
3794400,16,4.66324
3795300,16,4.65844
3796200,16,4.65369
3797100,16,4.64897
3798000,16,4.64429
3798900,16,4.63966
3799800,16,4.63506
3800700,16,4.63051
3801600,16,4.62601
3802500,16,4.62155
3803400,16,4.61714
3804300,16,4.61277
3805200,16,4.60846
3806100,16,4.60421
3807000,16,4.6
3807900,16,4.59585
3808800,16,4.59175
3809700,16,4.58771
3810600,16,4.58372
3811500,16,4.57978
3812400,16,4.57589
3813300,16,4.57205
3814200,16,4.56826
3815100,16,4.56451
3816000,16,4.5608
3816900,16,4.55714
3817800,16,4.55351
3818700,16,4.54993
3819600,16,4.54638
3820500,16,4.54287
3821400,16,4.5394
3822300,16,4.53596
3823200,16,4.53255
3824100,16,4.52917
3825000,16,4.52582
3825900,16,4.5225
3826800,21,4.51921
3827700,21,4.51594
3828600,21,4.5127
3829500,21,4.50948
3830400,21,4.50628
3831300,21,4.5031
3832200,21,4.49994
3833100,21,4.49679
3834000,21,4.49366
3834900,21,4.49055
3835800,21,4.48745
3836700,21,4.48435
3837600,21,4.48127
3838500,21,4.4782
3839400,21,4.47513
3840300,21,4.47207
3841200,21,4.46902
3842100,21,4.46596
3843000,21,4.46291
3843900,21,4.45986
3844800,21,4.45681
3845700,21,4.45375
3846600,21,4.45069
3847500,21,4.44762
3848400,21,4.44455
3849300,21,4.44147
3850200,21,4.43838
3851100,21,4.43528
3852000,21,4.43216
3852900,21,4.42903
3853800,21,4.42589
3854700,21,4.42272
3855600,21,4.41954
3856500,21,4.41634
3857400,21,4.41312
3858300,21,4.40988
3859200,21,4.40661
3860100,21,4.40332
3861000,21,4.4
3861900,21,4.39665
3862800,21,4.39328
3863700,21,4.38988
3864600,21,4.38646
3865500,21,4.38301
3866400,21,4.37955
3867300,21,4.37606
3868200,21,4.37256
3869100,21,4.36904
3870000,21,4.3655
3870900,21,4.36195
3871800,21,4.35839
3872700,21,4.35482
3873600,21,4.35123
3874500,21,4.34764
3875400,21,4.34404
3876300,21,4.34044
3877200,21,4.33683
3878100,21,4.33322
3879000,21,4.3296
3879900,16,4.32599
3880800,16,4.32238
3881700,16,4.31877
3882600,16,4.31517
3883500,16,4.31157
3884400,16,4.30798
3885300,16,4.30439
3886200,16,4.30082
3887100,16,4.29726
3888000,16,4.29371
3888900,16,4.29017
3889800,16,4.28665
3890700,16,4.28315
3891600,16,4.27966
3892500,16,4.2762
3893400,16,4.27275
3894300,16,4.26933
3895200,16,4.26593
3896100,16,4.26256
3897000,16,4.25921
3897900,16,4.25589
3898800,16,4.2526
3899700,16,4.24934
3900600,16,4.24611
3901500,16,4.24292
3902400,16,4.23976
3903300,16,4.23664
3904200,16,4.23356
3905100,16,4.23051
3906000,16,4.22751
3906900,16,4.22454
3907800,16,4.22163
3908700,16,4.21875
3909600,16,4.21592
3910500,16,4.21314
3911400,16,4.21041
3912300,16,4.20773
3913200,21,4.2051
3914100,21,4.20252
3915000,21,4.2
3915900,21,4.19753
3916800,21,4.19512
3917700,21,4.19276
3918600,21,4.19045
3919500,21,4.18819
3920400,21,4.18598
3921300,21,4.18381
3922200,21,4.18169
3923100,21,4.17962
3924000,21,4.17759
3924900,21,4.17559
3925800,21,4.17364
3926700,21,4.17173
3927600,21,4.16986
3928500,21,4.16802
3929400,21,4.16621
3930300,21,4.16444
3931200,21,4.1627
3932100,21,4.16099
3933000,21,4.15931
3933900,21,4.15766
3934800,21,4.15603
3935700,21,4.15443
3936600,21,4.15285
3937500,21,4.15129
3938400,21,4.14976
3939300,21,4.14824
3940200,21,4.14674
3941100,21,4.14526
3942000,21,4.14379
3942900,21,4.14234
3943800,21,4.1409
3944700,21,4.13947
3945600,21,4.13805
3946500,21,4.13664
3947400,21,4.13523
3948300,21,4.13383
3949200,21,4.13244
3950100,21,4.13105
3951000,21,4.12965
3951900,21,4.12826
3952800,21,4.12687
3953700,21,4.12548
3954600,21,4.12408
3955500,21,4.12267
3956400,21,4.12126
3957300,21,4.11984
3958200,21,4.11841
3959100,21,4.11697
3960000,21,4.11552
3960900,21,4.11405
3961800,21,4.11257
3962700,21,4.11107
3963600,21,4.10955
3964500,21,4.10802
3965400,21,4.10646
3966300,16,4.10488
3967200,16,4.10328
3968100,16,4.10165
3969000,16,4.1
3969900,16,4.09831
3970800,16,4.09656
3971700,16,4.09476
3972600,16,4.09292
3973500,16,4.09103
3974400,16,4.0891
3975300,16,4.08713
3976200,16,4.08513
3977100,16,4.08309
3978000,16,4.08102
3978900,16,4.07892
3979800,16,4.0768
3980700,16,4.07466
3981600,16,4.07249
3982500,16,4.07031
3983400,16,4.06812
3984300,16,4.06591
3985200,16,4.0637
3986100,16,4.06148
3987000,16,4.05926
3987900,16,4.05704
3988800,16,4.05482
3989700,16,4.05261
3990600,16,4.0504
3991500,16,4.04821
3992400,16,4.04603
3993300,16,4.04386
3994200,16,4.04172
3995100,16,4.0396
3996000,16,4.0375
3996900,16,4.03543
3997800,16,4.03339
3998700,16,4.03139
3999600,21,4.02942
4000500,21,4.02749
4001400,21,4.0256
4002300,21,4.02376
4003200,21,4.02196
4004100,21,4.02021
4005000,21,4.01852
4005900,21,4.01688
4006800,21,4.0153
4007700,21,4.01378
4008600,21,4.01233
4009500,21,4.01094
4010400,21,4.00962
4011300,21,4.00837
4012200,21,4.0072
4013100,21,4.00611
4014000,21,4.00509
4014900,21,4.00416
4015800,21,4.00332
4016700,21,4.00256
4017600,21,4.0019
4018500,21,4.00133
4019400,21,4.00086
4020300,21,4.00049
4021200,21,4.00022
4022100,21,4.00006
4023000,21,4
4023900,21,4
4024800,21,4
4025700,21,4
4026600,21,4
4027500,21,4
4028400,21,4
4029300,21,4
4030200,21,4
4031100,21,4
4032000,21,4
4032900,21,4
4033800,21,4
4034700,21,4
4035600,21,4
4036500,21,4
4037400,21,4
4038300,21,4
4039200,21,4
4040100,21,4
4041000,21,4
4041900,21,4
4042800,21,4
4043700,21,4
4044600,21,4
4045500,21,4
4046400,21,4
4047300,21,4
4048200,21,4
4049100,21,4
4050000,21,4
4050900,21,4
4051800,21,4
4052700,16,4
4053600,16,4
4054500,16,4
4055400,16,4
4056300,16,4
4057200,16,4
4058100,16,4
4059000,16,4
4059900,16,4
4060800,16,4
4061700,16,4
4062600,16,4
4063500,16,4
4064400,16,4
4065300,16,4
4066200,16,4
4067100,16,4
4068000,16,4
4068900,16,4
4069800,16,4
4070700,16,4
4071600,16,4
4072500,16,4
4073400,16,4
4074300,16,4
4075200,16,4
4076100,16,4
4077000,16,4
4077900,16,4
4078800,16,4
4079700,16,4
4080600,16,4
4081500,16,4
4082400,16,4
4083300,16,4
4084200,16,4
4085100,16,4
4086000,21,4
4086900,21,4
4087800,21,4
4088700,21,4
4089600,21,4
4090500,21,4
4091400,21,4
4092300,21,4
4093200,21,4
4094100,21,4
4095000,21,4
4095900,21,4
4096800,21,4
4097700,21,4
4098600,21,4
4099500,21,4
4100400,21,4
4101300,21,4
4102200,21,4
4103100,21,4
4104000,21,4
4104900,21,4
4105800,21,4
4106700,21,4
4107600,21,4
4108500,21,4
4109400,21,4
4110300,21,4
4111200,21,4
4112100,21,4
4113000,21,4
4113900,21,4
4114800,21,4
4115700,21,4
4116600,21,4
4117500,21,4
4118400,21,4
4119300,21,4
4120200,21,4
4121100,21,4
4122000,21,4
4122900,21,4
4123800,21,4
4124700,21,4
4125600,21,4
4126500,21,4
4127400,21,4
4128300,21,4
4129200,21,4
4130100,21,4
4131000,21,4
4131900,21,3.99994
4132800,21,3.99975
4133700,21,3.99943
4134600,21,3.999
4135500,21,3.99846
4136400,21,3.9978
4137300,21,3.99704
4138200,21,3.99617
4139100,16,3.9952
4140000,16,3.99414
4140900,16,3.99298
4141800,16,3.99173
4142700,16,3.9904
4143600,16,3.98899
4144500,16,3.9875
4145400,16,3.98594
4146300,16,3.9843
4147200,16,3.9826
4148100,16,3.98084
4149000,16,3.97901
4149900,16,3.97713
4150800,16,3.9752
4151700,16,3.97322
4152600,16,3.9712
4153500,16,3.96914
4154400,16,3.96703
4155300,16,3.9649
4156200,16,3.96274
4157100,16,3.96055
4158000,16,3.95833
4158900,16,3.9561
4159800,16,3.95386
4160700,16,3.9516
4161600,16,3.94934
4162500,16,3.94707
4163400,16,3.9448
4164300,16,3.94254
4165200,16,3.94028
4166100,16,3.93803
4167000,16,3.9358
4167900,16,3.93359
4168800,16,3.9314
4169700,16,3.92924
4170600,16,3.9271
4171500,16,3.925
4172400,21,3.92294
4173300,21,3.92091
4174200,21,3.91893
4175100,21,3.917
4176000,21,3.91512
4176900,21,3.9133
4177800,21,3.91154
4178700,21,3.90983
4179600,21,3.9082
4180500,21,3.90664
4181400,21,3.90515
4182300,21,3.90373
4183200,21,3.9024
4184100,21,3.90116
4185000,21,3.9
4185900,21,3.89887
4186800,21,3.89771
4187700,21,3.89652
4188600,21,3.8953
4189500,21,3.89406
4190400,21,3.8928
4191300,21,3.89153
4192200,21,3.89024
4193100,21,3.88895
4194000,21,3.88765
4194900,21,3.88636
4195800,21,3.88507
4196700,21,3.88378
4197600,21,3.88251
4198500,21,3.88125
4199400,21,3.88001
4200300,21,3.87879
4201200,21,3.8776
4202100,21,3.87644
4203000,21,3.87531
4203900,21,3.87422
4204800,21,3.87317
4205700,21,3.87216
4206600,21,3.8712
4207500,21,3.87029
4208400,21,3.86944
4209300,21,3.86865
4210200,21,3.86792
4211100,21,3.86726
4212000,21,3.86667
4212900,21,3.86615
4213800,21,3.86571
4214700,21,3.86535
4215600,21,3.86508
4216500,21,3.86489
4217400,21,3.8648
4218300,21,3.8648
4219200,21,3.86491
4220100,21,3.86512
4221000,21,3.86543
4221900,21,3.86586
4222800,21,3.8664
4223700,21,3.86706
4224600,21,3.86784
4225500,16,3.86875
4226400,16,3.86979
4227300,16,3.87096
4228200,16,3.87227
4229100,16,3.87372
4230000,16,3.87531
4230900,16,3.87705
4231800,16,3.87894
4232700,16,3.88099
4233600,16,3.8832
4234500,16,3.88557
4235400,16,3.88811
4236300,16,3.89082
4237200,16,3.8937
4238100,16,3.89676
4239000,16,3.9
4239900,16,3.90333
4240800,16,3.90667
4241700,16,3.91
4242600,16,3.91333
4243500,16,3.91667
4244400,16,3.92
4245300,16,3.92333
4246200,16,3.92667
4247100,16,3.93
4248000,16,3.93333
4248900,16,3.93667
4249800,16,3.94
4250700,16,3.94333
4251600,16,3.94667
4252500,16,3.95
4253400,16,3.95333
4254300,16,3.95667
4255200,16,3.96
4256100,16,3.96333
4257000,16,3.96667
4257900,16,3.97
4258800,21,3.97333
4259700,21,3.97667
4260600,21,3.98
4261500,21,3.98333
4262400,21,3.98667
4263300,21,3.99
4264200,21,3.99333
4265100,21,3.99667
4266000,21,4
4266900,21,4.00333
4267800,21,4.00667
4268700,21,4.01
4269600,21,4.01333
4270500,21,4.01667
4271400,21,4.02
4272300,21,4.02333
4273200,21,4.02667
4274100,21,4.03
4275000,21,4.03333
4275900,21,4.03667
4276800,21,4.04
4277700,21,4.04333
4278600,21,4.04667
4279500,21,4.05
4280400,21,4.05333
4281300,21,4.05667
4282200,21,4.06
4283100,21,4.06333
4284000,21,4.06667
4284900,21,4.07
4285800,21,4.07333
4286700,21,4.07667
4287600,21,4.08
4288500,21,4.08333
4289400,21,4.08667
4290300,21,4.09
4291200,21,4.09333
4292100,21,4.09667
4293000,21,4.1
4293900,21,4.10328
4294800,21,4.10645
4295700,21,4.10953
4296600,21,4.1125
4297500,21,4.11539
4298400,21,4.1182
4299300,21,4.12093
4300200,21,4.12359
4301100,21,4.12617
4302000,21,4.1287
4302900,21,4.13118
4303800,21,4.1336
4304700,21,4.13598
4305600,21,4.13832
4306500,21,4.14062
4307400,21,4.1429
4308300,21,4.14516
4309200,21,4.1474
4310100,21,4.14963
4311000,21,4.15185
